simulation_num,infall_lbtime,angle_satellite_L_infall,z=0 all,bring_by_lmc,bring_by_smc
2,12.131493643643282,0.9716200305118463,0.37992744971735715,False,False
2,2.2599307390968955,0.9982817796153545,0.6212283245410801,True,True
2,2.5175052407067398,0.9390726088244965,0.9969658609850549,True,True
2,8.767228210981246,0.5909479337167901,0.5528762688404802,False,False
2,8.767228210981246,0.632126411734349,0.7321996915809262,False,False
2,2.3886229668078847,0.987794883417887,0.9451884809376643,True,True
2,3.811087972120325,0.03105035951973549,0.8426190277717052,False,False
2,2.003198186465648,0.9929791706952903,0.9917764445652508,True,True
2,2.3886229668078847,0.9699543177693289,0.944699149649864,True,True
2,2.2599307390968955,0.9912605741717889,0.9210152451532712,True,True
2,2.3886229668078847,0.999216766816878,0.8456349311560554,True,True
2,2.5175052407067398,0.8289996588093366,0.24239428919189604,True,True
2,8.767228210981246,0.7820573926193686,0.05296166028466026,False,False
